time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__12-28-37_134,ACTIVE,{'current': 0.0; 'voltage': 0.0; 'level': 100},0.0,{'y': 0.10829530656337738; 'x': 0.00011913018533959985; 'z': -0.00014320020272862166},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
2017_07_18__12-28-37_234,ACTIVE,{'current': 0.0; 'voltage': 0.0; 'level': 100},0.0,{'y': 0.10829530656337738; 'x': 0.00011913018533959985; 'z': -0.00014320020272862166},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
2017_07_18__12-28-37_334,ACTIVE,{'current': 0.0; 'voltage': 12.587; 'level': 100},0.0,{'y': 0.10833724588155746; 'x': 0.00016106302791740745; 'z': -0.00011037971853511408},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
2017_07_18__12-28-37_434,ACTIVE,{'current': 0.0; 'voltage': 12.587; 'level': 100},0.0,{'y': 0.10833724588155746; 'x': 0.00016106302791740745; 'z': -0.00011037971853511408},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
2017_07_18__12-28-37_534,ACTIVE,{'current': 0.0; 'voltage': 12.587; 'level': 100},0.0,{'y': 0.10833724588155746; 'x': 0.00016106302791740745; 'z': -0.00011037971853511408},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
2017_07_18__12-28-37_634,ACTIVE,{'current': 0.0; 'voltage': 12.587; 'level': 100},0.0,{'y': 0.10839620232582092; 'x': 0.00020512467017397285; 'z': -7.718797132838517e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
2017_07_18__12-28-37_735,ACTIVE,{'current': 0.0; 'voltage': 12.587; 'level': 100},0.0,{'y': 0.10839620232582092; 'x': 0.00020512467017397285; 'z': -7.718797132838517e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
2017_07_18__12-28-37_834,ACTIVE,{'current': 0.0; 'voltage': 12.587; 'level': 100},0.0,{'y': 0.10844847559928894; 'x': 0.00022978344350121915; 'z': -5.928322207182646e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
2017_07_18__12-28-37_934,ACTIVE,{'current': 0.0; 'voltage': 12.587; 'level': 100},0.0,{'y': 0.10844847559928894; 'x': 0.00022978344350121915; 'z': -5.928322207182646e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
2017_07_18__12-28-38_034,ACTIVE,{'current': 0.0; 'voltage': 12.587; 'level': 100},0.0,{'y': 0.10849857330322266; 'x': 0.00024978024885058403; 'z': -4.3897809518966824e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
2017_07_18__12-28-38_134,STANDBY,{'current': 0.0; 'voltage': 12.587; 'level': 100},0.0,{'y': 0.10849857330322266; 'x': 0.00024978024885058403; 'z': -4.3897809518966824e-05},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,False,0.0,SITL_0,{'y': 0.0; 'x': 0.0; 'z': 0.0},{'y': 0.0; 'x': 0.0; 'z': 0.0},6,STABILIZE
